LAMMPS data file via write_data, version 16 Mar 2018, timestep = 900000

 36676 atoms
 2040 bonds
 1020 angles
 0 dihedrals
 0 impropers
 18 atom types
 1 bond types
 1 angle types
 0 dihedral types
 0 improper types

0 200.008438 xlo xhi 
0 30.001266 ylo yhi  
-70  70 zlo zhi  

Masses

1 12.0112 # c5
2 12.0112 # cp
3 12.0112 # c2
4 12.0112 # c=2
5 12.0112 # c_0
6 32.064 # sc
7 15.9994 # oc
8 12.0112 # c1
9 14.0067 # nb
10 14.0067 # np
11 12.0112 # c3
12 15.9994 # o_1
13 15.9994 # oh
14 1.00797  # hc
15 1.00797 # hn
16 1.00797 # ho
17 15.9994 # O in water # -0.8476
18 1.008 # H in water # 0.4238

 Atoms # full

1	1	1	0.0827	64.862641	26.029376	51.542504
2	1	2	-0.1268	65.361712	25.678077	50.253416
3	1	2	-0.1268	65.892582	24.458463	50.079342
4	1	2	0	65.874469	23.465019	51.024701
5	1	2	0	65.170497	23.708131	52.214169
6	1	1	0	64.645196	24.963058	52.476126
7	1	3	-0.106	65.159431	22.754266	53.356621
8	1	3	-0.106	66.480462	21.942182	53.262826
9	1	3	-0.106	66.626302	21.177899	51.981242
10	1	3	-0.106	66.326925	22.080102	50.754709
11	1	4	0	63.216079	26.958774	52.749368
12	1	4	0.0265	64.070263	26.090373	53.299339
13	1	1	0.0265	64.160422	26.044914	54.577722
14	1	1	0	62.928854	26.085603	53.971793
15	1	2	0	61.771688	25.409606	54.444019
16	1	2	-0.1268	61.966321	24.748567	55.639055
17	1	2	-0.1268	63.207857	24.681333	56.256931
18	1	2	0	64.322387	25.319082	55.751024
19	1	3	-0.106	60.526517	25.610914	53.653918
20	1	5	0.3964	60.511847	24.529145	52.555574
21	1	3	-0.106	59.125475	24.220327	52.101339
22	1	2	0	58.535104	23.087053	52.823431
23	1	2	-0.1268	57.219119	23.157826	53.384757
24	1	2	-0.1268	56.495823	22.075195	53.844779
25	1	2	0	57.11141	20.812561	53.901056
26	1	2	0	58.541148	20.791528	53.454384
27	1	2	-0.1268	59.16864	21.905326	52.877538
28	1	2	-0.1268	59.359351	19.713159	53.892111
29	1	2	-0.012	58.973799	18.990318	55.023932
30	1	2	0	57.618457	18.948975	55.320104
31	1	2	0	56.683979	19.757204	54.694012
32	1	2	-0.1268	55.320473	19.583199	54.933982
33	1	2	0	54.862275	18.798507	56.070882
34	1	2	0	55.843428	18.120562	56.76645
35	1	2	-0.1268	57.149513	18.075466	56.340497
36	1	2	-0.1268	55.369913	17.573339	28.021976
37	1	2	0.1137	54.032747	17.712271	28.352135
38	1	2	0.1137	53.494926	18.675171	56.336453
39	1	6	0.024	59.95937	20.272488	55.776632
40	1	2	-0.012	60.069198	21.735675	26.926562
41	1	2	-0.1268	58.920527	22.034514	27.693124
42	1	2	0	58.473853	21.076963	28.629227
43	1	2	0	59.24928	19.946377	28.953748
44	1	2	0	60.410096	19.575893	28.112446
45	1	2	0	60.963004	20.663778	27.348676
46	1	2	-0.1268	62.283062	20.595537	56.854834
47	1	2	0	63.154103	19.550398	27.171254
48	1	2	-0.1268	62.522042	18.410601	27.739159
49	1	2	-0.1268	61.280361	18.512871	28.279252
50	1	2	-0.1268	58.866823	19.154962	30.020844
51	1	2	0.0265	57.528668	19.212822	30.481402
52	1	2	-0.1268	56.754907	20.272284	30.020144
53	1	2	-0.1268	57.154684	21.182194	29.146239
54	1	7	-0.1595	56.987814	18.255421	31.269567
55	1	2	0	56.340797	17.14287	34.170049
56	1	2	0.0265	55.072406	16.698656	33.844992
57	1	1	-0.012	54.450598	15.626461	34.506879
58	1	1	0	55.206622	14.809442	35.324878
59	1	2	-0.1268	56.539102	15.200117	35.656564
60	1	2	-0.1268	57.00726	16.425396	35.178036
61	1	1	0	54.674382	13.534697	35.461805
62	1	1	-0.012	53.43527	13.229877	34.845323
63	1	2	-0.1268	52.971831	11.959371	34.703623
64	1	2	-0.1268	53.833677	10.941038	35.125712
65	1	2	0	55.094055	11.149002	35.640951
66	1	2	-0.1268	55.422177	12.447067	35.857022
67	1	3	-0.106	64.499296	19.553238	56.408991
68	1	8	-0.053	65.599957	19.333929	27.444896
69	1	2	-0.1268	64.543933	19.519028	29.743627
70	1	2	-0.1268	63.897854	18.877701	30.793392
71	1	2	0	63.93534	17.484367	30.923963
72	1	2	0	64.934122	16.849866	30.163444
73	1	2	0.0265	65.562142	17.458987	29.038097
74	1	2	0	65.194512	18.769738	28.780187
75	1	2	-0.1268	65.077689	15.421928	30.28183
