LAMMPS data file via write_data, version 16 Mar 2018, timestep = 900000

35996 atoms
2040 bonds
1020 angles
0 dihedrals
0 impropers
15 atom types
1 bond types
1 angle types
0 dihedral types
0 improper types

0 201.685468 xlo xhi
0 30.252820 ylo yhi
-70 70 zlo zhi

Masses

1 12.0112 
2 12.0112 
3 12.0112 	
4 12.0112 
5 12.0112 
6 15.9994 
7 12.0112
8 15.9994
9 14.0067
10 15.9994
11 1.00797
12 1.00797
13 1.00797
14 15.9994 # O in water # -0.8476
15 1.008 # H in water # 0.4238

Atoms # full

1	1	1	-0.1268	24.468812	9.565061	39.329947
2	1	1	-0.1268	23.626209	8.582487	39.838086
3	1	1	-0.1268	22.363788	8.401669	39.295536
4	1	1	0	22.042884	9.129603	38.116352
5	1	1	0	22.89625	10.204242	37.660531
6	1	1	0	24.089358	10.420325	38.307596
7	1	1	-0.1268	22.508357	10.84573	36.470181
8	1	1	0	21.713137	10.202656	35.548263
9	1	1	0	20.948936	9.065759	35.970898
10	1	1	-0.1268	20.989983	8.666923	37.302227
11	1	1	-0.1268	20.072514	8.466941	35.057367
12	1	1	0	20.099337	8.737524	33.741941
13	1	1	0	21.112882	9.5075	33.19944
14	1	1	0	21.918507	10.272596	34.119502
15	1	2	-0.159	21.252293	9.622935	31.698845
16	1	3	-0.106	19.067386	8.014952	32.860082
17	1	2	-0.159	19.826716	7.002347	31.984354
18	1	1	-0.1268	22.74589	12.214436	32.973464
19	1	1	0	22.957423	10.977635	33.592243
20	1	1	0	24.286625	10.485449	33.564929
21	1	1	0	25.331551	11.185442	32.883539
22	1	1	-0.1268	25.055242	12.355834	32.22579
23	1	1	-0.1268	23.776449	12.901001	32.277672
24	1	1	0	26.554762	10.61477	33.012634
25	1	1	0	26.883201	9.434363	33.609649
26	1	1	0	25.88289	8.713739	34.243773
27	1	1	-0.1268	24.602254	9.268385	34.21306
28	1	3	-0.106	26.16603	7.301214	34.760361
29	1	3	-0.106	27.445947	6.784991	34.142787
30	1	4	-0.053	28.559163	7.780176	34.544748
31	1	3	-0.106	28.343999	9.020781	33.68585
32	1	2	-0.159	28.67502	8.186143	35.982152
33	1	1	0	25.773674	11.927314	39.217131
34	1	4	-0.053	25.016858	11.470963	37.942878
35	1	5	0.3964	25.941585	11.101578	36.746732
36	1	5	0.3964	27.031988	11.174225	36.826624
37	1	3	-0.106	27.859333	10.974555	38.08452
38	1	1	0	27.160887	11.713058	39.232709
39	1	1	-0.1268	25.110745	12.591939	40.215207
40	1	1	0	25.814022	13.105675	41.27109
41	1	1	0	27.242998	12.916014	41.313698
42	1	1	-0.1268	27.839952	12.187571	40.293959
43	1	1	-0.1268	27.915139	13.451272	42.46594
44	1	1	0	27.192463	14.381056	43.216788
45	1	1	0	25.779625	14.538792	43.147272
46	1	1	-0.1268	25.097367	13.720963	42.305522
47	1	1	0	25.134578	15.711021	43.740839
48	1	1	0	26.046234	16.68632	44.213695
49	1	1	0	27.427936	16.454818	44.334838
50	1	1	-0.1268	27.970505	15.3279	43.829106
51	1	1	-0.1268	28.302522	17.521524	44.810885
52	1	1	-0.1268	27.714082	18.698327	45.251399
53	1	1	-0.1268	26.360898	18.909964	45.140345
